,id,city,state_code,university_id,no_of_student_hostel,name,infrastructure_id,latitude,longitude,offers_scholarship
0,34256,South City,27,298,0,Yash Institute of Pharmacy waluj road Aurangabad,189205,19.530001,75.230001,1
1,55441,DHANBAD,20,212,0,"Binod bihari Mahato Memorial teachers Training College, Sahu Bahiyar, Topchanchi, Dhanbad,(Jh)",209799,23.897079,86.22571399999998,1
2,22449,Tohana,6,160,2,"Defence College of Educaton, Tohana",209800,29.661677,75.835685,1
3,13438,DHAMPUR,9,525,0,"Dhampur Degree College, Dhampur",209801,29.364001,78.4690001,0
4,13376,dhampur,9,525,0,"Dhampur Law College, Dhampur",209802,29.3690001,78.46900019999998,0
6,51928,BIHARSHARIF,10,69,0,J. P. SHIKSHAK PRASHIKSHAN MAHAVIDYALAYA,209804,25.19312,85.49297199999998,0
7,55446,BOKARO,20,212,0,N.P TEACHERS TRAINING COLLEGE,209806,23.6500001,86.1800001,0
11,54826,AGRA,9,509,0,"SHRI BHAWANI SINGH MAHAVIDHYALAYA, TERI BAGIYA",210005,27.234609999999996,78.04523799999998,1
12,52242,RAIPUR,22,81,2,COLUMBIA COLLEGE OF NURSING,209809,21.19001,81.42001,0
14,46142,HAPUR,9,549,3,"RAJ KUMAR GOEL ENGINEERING COLLEGE, PILKHUWA, GHAZIABAD",209807,28.27001,77.12001,1
15,22423,Sirsa,6,160,1,"Sanatan Dharam Sanskrit Mahavidyalya, Sirsa",209810,23.25673,68.250001,1
17,44392,DEOGHAR,20,212,0,"BALANAND SANSKRIT COLLEGE, DEOGHAR",210007,24.31001,86.42001,0
18,50846,osian,8,399,0,SHREE SACHIYAY SANKALP ADARSH MAHAVIDHYALAYA,209815,26.723626,72.899822,0
23,27427,PALONCHA,36,19,0,"KLR College of Business Management, Paloncha",209818,17.59491246,80.66633785,1
27,17636,Jamui.,10,76,2,"KKM College, Jamui",209819,24.915995,86.2260131,1
28,28261,Rohtak,6,167,2,SHRI BABA MASTH NATH INSTITUTE OF EDUCATIONAL TRANING & RESEARCH,209817,28.890742,76.57992,1
31,27972,pathankot,3,376,0,"JDS College of Education, Vill. Kot, Tehsil Thar Kalan, Gurdaspur.",209821,32.280001,75.650001,0
37,27960,Batala,3,376,0,"B.U.C. College,  Batala",209823,31.790121,75.2159878,1
44,22414,FATEHABAD,6,160,1,"M.M. College of Education, Sirsa Road, Fatehabad",209824,29.515956,75.441574,1
46,36711,TEHSIL-RAJGARH,8,406,0,"B.R.M.R. Girls College, Shyopura, PO.- Lasedi",209986,25.67282,76.69612999999998,1
63,47668,Mathura,9,509,3,"ISHWAR CHANDRA VIDHYASAGAR INSTITUTE OF MANAGEMANT, AKABARPUR, MATHURA",209987,27.735452,77.725178,0
67,6892,"SAVLI, VADODARA - 391770",24,138,1,GUJARAT HOMOEPETHIC MEDICAL COLLEGE SAVLI,157036,23.25372,75.25672,1
68,51284,Ranchi,20,209,1,Aditya Prakash Jalan Teachers Training College,209988,23.310643,85.22172899999998,1
69,45115,SEDRANA,24,138,0,"JAFRI ARTS AND COMMERCE COLLEGE, SEDRANA",162766,8.256339999999998,70.56234,0
71,21184,Bangalore,29,215,0,"Jubilee College,Jubilee Nagar,Jinkathimmanahalli, T.C Palya, Bangalore-36",209933,23.58962,68.25631,0
72,6753,Kalyanpura,24,138,2,L N COLLEGE OF COMP & MANAGEMENT(PGDCA),157952,23.282612,72.323936,0
73,6654,KALYANPURA,24,138,2,L N PATEL EDUCATION COLLEGE,166254,23.1261722,72.1978842,0
74,45129,Bareilly,9,525,1,"A.N.A. COLLEGE OF MANAGEMENT STUDIES, DELHI ROAD",209934,28.36401,79.41500999999998,0
75,55488,manpur,23,268,0,"GOVT. COLLEGE MANPUR, DISTT-UMARIYA",209936,23.45005,81.02026999999998,1
79,6794,PATAN,24,138,2,NGES MSW COLLEGE,163084,23.86125632,72.13034304,1
84,6698,Ladol,24,138,0,EDUCATION COLLEGE LADOL,171547,23.61671,72.73331,1
85,48591,Chas,20,212,0,"DR S RADHA KRISHNAN COLLEGE OF EDUCATION, CHAS",209833,23.63001,86.17001,0
87,33105,GOHANA,6,167,0,"MODERN COLLEGE OF EDUCATION, SONIPAT",209834,29.13001,74.29421999999998,1
90,45160,THAKURDWARA,9,525,0,"BHAGWANT SINGH INST. OF PROFESSIONAL STUDIES, THAKURDWARA",209838,28.831111,78.78111099999998,0
92,53479,Bhuna,6,160,0,"Government College, Bhuna",209839,7.23568,68.52472,0
96,44436,DHANBAD,20,212,4,"K.K. COLLEGE OF ENGG. & MANAGEMENT, GOVINDPUR,",209836,23.830223,86.554979,0
98,13433,Moradabad,9,525,0,"Bhagwant Singh Mahavidyalaya, Kuankhera, Khalsa",209840,28.8311111,78.78111099999998,0
105,10640,YAMUNA NAGAR,6,164,0,Balaji College of Education,209843,30.332558,77.244826,1
108,54355,Rajgarh,8,406,0,V C I COLLEGE,209844,28.642297,75.381364,0
121,47634,AGRA,9,509,0,"MAYA DEVI MAHAVIDYALAYA, MUKHVAR BARHEN,AGRA",209852,27.1766701,78.0080745,0
122,51431,Rampur,9,525,0,"HIMALAYA INSTITUTE OF EDUCATION, RAMPUR ",209992,28.780001,79.50001,0
124,29414,Mandi Killianwali,3,78,0,"Guru Nanak College, Killianwali",209853,29.97717,74.69556,1
129,16180,Changa - 388421,24,128,0,Smt. Chandaben Mohanbhai Patel Institute of Computer Applications,183174,22.603156,72.81821399999998,1
131,29436,Ludhiana,3,78,3,"Khalsa College for Women, Civil Lines",209994,30.9149621,75.8309839,1
132,15282,MAINPURI,9,509,0,"PARAGON INSTITUTE OF EDUCATION MAHARAJ NAGAR POWER HOUSE ROAD, MAINPURI",209997,27.215929,79.036855,1
137,48692,MIHONA,23,276,0,"SWAMI VIVEKANAND COLLEGE, MACHHAND",209998,26.194057,79.33710159999998,1
143,12890,BIHARSHARIF,10,69,0,"DEO SHARAN WOMEN'S EVENING COLLEGE , SOHSARAI , NALANDA",210003,25.22481,85.51231,0
155,30757,Jagadhri,6,174,2,"C.D.L. College of Ayurveda Bhagwangarh, Buria Road, Jagadhari",210009,30.166759999999996,77.30311,1
157,46771,GORAKHPUR,9,549,0,"DR B R AMBEDKAR POOJA COLLEGE OF PHARMACY , GORAKHPUR",210011,26.80001,83.40000999999998,0
161,46392,Ghaziabad,9,549,1,"RISHI CHADHA VISVAS GIRLS INSTITUTE OF TECHNOLOGY FOR WOMEN, GHAZIABAD",210012,28.40808,77.27012999999998,1
172,16126,Jaunpur,9,550,1,"Rashtriya Snatkottar, Mahavidyalaya, Jamuhai,Jaunpur",210015,25.8530708,82.7646215,1
178,15554,SHIKOHABAD,9,509,2,"A.K COLLEGE ,SHIKOHABAD,(FIROZABAD)",210016,27.72311,78.36001,1
179,18288,NAGPUR,27,332,0,"Maharshi Sharad Pawar College of Arts Commerce and Science, Wardha Road",210018,35.00001,76.21452,0
181,11393,Kangra,2,183,8,"Dr. RP Medical College, Tanda, Distt Kangra",210019,30.37778,75.76528,1
182,15191,BAH,9,509,0,"SRI RAMA NAND KAILASH CHANDRA PAIGORIYA COLLEGE,AGRA",210020,26.871505,78.591633,0
191,29312,Chandigarh,4,78,3,"Govt Post-graduate College for Girls, Sector-11",184643,30.755363,76.78067699999998,1
204,22436,ELLENABAD,6,160,0,"Haryana College of Education, Dhani Bachan Singh, Ellenabad",210026,29.45004,74.65005999999998,0
205,10781,Near Chandlana,6,164,0,United College of Education,210023,24.25256,68.40407,1
231,15372,aligarh,9,509,0,"SRI RAM MURTI GUPTA GOVT.COLLEGE,CHHARRA ALIGARH",210025,27.92137,78.38916,1
239,54842,Aligarh,9,509,0,SRI SURENDRA PAL SHARMA MAHAVIDYALAYA,210027,6.98463,68.86439,0
242,8750,Begusarai,10,68,0,"R.C.S.S. College, Bihat",210030,23.250001,69.250001,0
245,28718,Baraut,9,506,0,"D.J.College, Baraut (Baghpat) Ph.No.01234-262130",210033,29.12545,76.24564999999998,0
246,51357,KOSI KALAN,9,509,0,WOOD ROCK DEGREE COLLEGE,210034,28.22222,78.22221999999998,0
248,28070,NARNAUL,6,167,0,GAURAV COLLEGE OF EDUCATION,210036,28.28001,76.15000999999998,0
249,32917,New Delhi-110070,7,99,1,ISIC Institute of Rehabilitation Sciences,210038,23.2500001,75.25672,0
250,13816,Sangamner,27,313,2,"SSTs Ayurved Medical College, Sangamner",210039,19.593319,74.194563,1
251,49312,Lucknow,9,549,1,"INSTITUTE OF ENVIRONMENT & MANAGEMENT,LUCKNOW",210040,26.88896,80.95345,1
255,42904,AKOLA,27,324,0,"K.M. Asgar Hussain Education College, Akola",210042,20.71001,77.00001,1
257,18400,SAMUDRAPUR,27,332,0,"Sant Gajanan Maharaj Arts Commerce, giraj",209861,20.622671,79.105653,1
259,48187,BANSWARA,8,413,0,"SHRI NATH JI COLLEGE, GARHI",209865,23.250001,73.520001,1
260,55228,sidhi,23,268,0,shri ganesh college of education,209866,24.23451,81.522005,1
261,13444,RAMPUR,9,525,0,Bhagwan Devi Institute of Management Studies,209867,28.71042937,79.09277564,1
263,17643,KHAGARIA,10,76,5,"Koshi College, Khagaria",209870,25.00001,86.00001,1
264,55554,Sarangapur,36,32,0,Sri Laxminarasimha swamy degree college,209871,32.52142,93.26541,1
265,47313,BAREILLY,9,525,0,"SARDAR BALLABH BHAI PATEL DEGREE COLLEGE, BHOLIPURA",209872,28.489421,79.4570934,0
266,17627,Sheikhpura,10,76,3,RD College. Sheikhpura,209873,23.250001,75.25672,0
268,16182,Changa - 388421,24,128,0,Charotar Institute of Physiotherapy,171796,22.60378,72.82051,1
270,28499,FARIDABAD,6,167,2,Rawal Instt. of Engineering & Technology,209876,28.20013,77.19028,0
272,55518,VIA - ETAWA BHOPJI TEH - SHAHPURA,8,422,0,RASHTRIYA MAHILA MAHAVIDYLAY DHANOTA JAIPUR,209881,26.230001,74.55000099999998,0
273,29449,LUDHIANA,3,78,0,"G.M.T. College of Education, Jalandhar Bypass",209882,30.40001,75.50001,1
274,18555,NAGPUR,27,332,2,"SGS College of Education, Bokhara, Road",209884,21.00001,79.00001,1
275,45153,Thakurdwara,9,525,0,"RAJPAL SINGH MEMORIAL MAHAVIDYALAYA, RAMPUR GHOGHER",209885,29.131111,78.511111,0
277,55514,Raipur,22,81,2,College Of Nursing Post Graduate Institute Of Behavioural and Medical Sciences Raipur C.G,209888,21.25138,81.62963999999998,0
282,27851,jandiala,3,376,0,GGS Govt.College  Jandiala (Jalandhar),209896,31.32601,75.80661999999998,1
284,40765,Sangaria,8,406,2,"Swami Keshwanand G.V. College, Sangaria",209893,29.783311,74.46671,0
285,12904,Aurangabad,10,69,0,R.L.S.Y. College,209894,24.744093,84.38141,0
286,40587,Ballari,29,240,12,Vijayanagar Institute of Medical Sciences,209899,15.750001,75.20001,0
287,10680,KAITHAL,6,164,0,Shri Ram College of Education,209900,29.851733,76.44897799999998,1
288,18631,gondia,27,332,0,"Shankarlal Agarwal College of management Studies Bachelor's, Suryatola",209903,21.28001,80.28001,1
291,20744,Bangalore,29,215,2,"Bangalore City College,No.116, Cellakere Mainr Road, Banasawadi, Outer Ring Road, Kalayananagar Post,  Bangalore-43",209906,13.0254021,77.64430559999998,1
293,48607,RAMGARH CANTT,20,212,0,"CHITARPUR COLLEGE, CHITARPUR",209862,23.25652,74.66581999999998,1
294,9639,GIDHAUR,10,67,1,"Sri Ravneshwar Sanskrit College,Gidhaur",209907,24.8557429,86.3047104,0
299,47757,RANCHI,20,209,0,"MOTI RAJ DAVI TEACHERS TRANING COLLEGE ANANDI, ORMANJHI",209912,23.4839689,85.4790703,0
302,22427,Ellenabad,6,160,0,"Sir Chhotu Ram Jat College of Education, Ellanabad",209916,29.467463,74.664968,0
305,15423,ETAH,9,509,1,"JANTA DEGREE COLLEGE,PERSON ETAH",209920,28.200001,79.170001,1
310,30729,Ellenabad,6,174,1,"Haryana College of Nursing, Sirsa",210049,29.45004,74.65005999999998,0
314,46401,Moradabad,9,549,2,"RSD ACADEMY COLLEGE OF MANAGEMENT AND TECHNOLOGY, MORADABAD",210055,28.100001,78.490001,0
319,44409,Dhanbad,20,212,0,"BAGHMARA COLLEGE, BAGHMARA, DHANBAD",210061,8.256719999999998,69.56894,0
320,17280,Sorbhog,18,52,0,Barnagar B.Ed. College,210062,26.483488,90.899503,1
321,55101,Mathura,9,509,0,"Shri Prahalad Mukhiya Mahavidhyalaya, Jatipura Road, Gaunthauli, Goverdhan Mathura",210063,6.678389,68.783239,0
322,14043,Latur.,27,313,0,"Vasantrao Kale Homoeopathic Medical College & Hospital, Latur",210065,18.39768,76.58097,1
325,13992,Islampur,27,313,2,"Loknete Rajaram Bapu Patil Ayurved College,  Uran- Islampur, Sangli",210069,17.032219999999995,74.292608,0
330,52358,Agra,9,509,1,Institute of Mental Health and Hospital,210072,6.215445,68.21545,0
331,50991,chandauli,9,527,0,"Rajkiya Mahavidyalaya, Naugarh, Chandauli",210075,24.8328588,83.2544295,0
333,45165,Bijnor,9,525,0,"NALANDA MAHAVIDYALAYA, KASAMPUR, DHANNAMAFI URF PATTI",210078,29.41111,78.51122999999998,0
334,44513,CHAKUR,27,316,2,"Postgraduate Institute For Agriculture Business Management, Chakur",210079,18.5154326,76.8749787,1
335,44300,Dombivali,27,326,0,General Education Institute's Mahil Mahavidyalaya,210081,19.13001,73.04000999999998,1
336,13385,MORADABAD,9,525,2,Roshan Lal Shanti Devi Academy,210083,28.100001,78.490001,0
339,25284,MACHILIPATNAM,28,21,0,A.J. COLLEGE OF EDUCATION,195456,16.0000017,81.0000013,1
341,30358,nandyal,28,8,1,"P.V. College of Nursing, Kurnool",210088,15.471307,78.479417,1
347,13976,Mumbai,27,313,2,"R.A. Podar Ayurved Mahavidyalaya, Worli, Mumbai",210098,19.0021926,72.8162829,1
354,51382,beed,27,313,3,"Aditya Dental College,Bid",210107,7.25418,75.65148999999998,1
357,13347,Joya,9,525,0,"Abdul Razzaq Degree College, Joya",210111,28.81111,78.71111,0
358,35765,Bhojpur,10,77,0,"M.G. College, Leharabad",210113,25.56751,84.75902,0
359,42980,Yavatmal,27,324,0,"Loknaik Bapuji Ane Women College, Yavatmal.",210114,20.25672,78.25672,1
360,40806,Rohtas,10,77,1,"S.P.S. Samta College, Dinara",210115,24.90752,83.50452,0
364,18971,SALEKASA,27,332,0,SRB College Sakritola,192635,21.80394,80.49686,1
368,13370,BAREILLY,9,525,0,"Kanya Mahavidyalaya, Bhoor",210127,18.18828,68.12278,1
371,44206,Aurangabad,27,326,1,Bhartiya Gramin Punarachana Sanstha's B.Ed. Woken's College,192531,19.533301,75.2260001,1
373,12931,PATNA,10,69,0,"S.N.A.College, Barh",210138,25.48438,85.71027,0
375,18466,Wardha,27,332,0,Lok College,210144,20.745319,78.60219458999998,1
376,13797,Beed,27,313,2,"Aditya Bahuuddeshiya Sansthas Ayurved college & Research Centre, Beed",210145,7.25418,75.780805,1
378,55580,BOKARO STEEL CITY,20,212,0,SWAMI SAHAJANAND SARASWATI B.Ed COLLEGE,210148,23.6914875,86.1628664,0
383,44393,Ranchi,20,212,2,"S.D.AYURVEDIC. MEDICAL COLLEGE & HOSPITAL, RANCHI",209858,23.350001,85.33000099999998,0
384,29454,Hisar,6,159,0,I.C.College of Home Science,209938,29.10001,75.46000999999998,0
386,44387,CHAIBASA,20,212,0,"J.N.M. SANSKRIT COLLEGE, CHAIBASA",209943,22.54924,85.80833,0
390,29456,Kaithal,6,159,2,College of Agriculture,209944,30.0400001,76.78000009999998,0
391,46064,BULANDHAHR,9,549,0,"G AND R INSTITUTE OF MANAGEMENT AND TECHNOLOGY, BHULANDSHAR",209945,28.429128,77.821843,0
393,30711,Hisar,6,174,1,"National College of Nursing, Dhani Garan Road, Barwala",209948,29.3641876,75.9056753,1
394,29090,Baraut,9,506,0,"J.A.V. College, Baraut (Baghpat) Mob.No.9868439438 01234-262239",209949,29.12545,76.24564999999998,1
395,51770,Aurangabad,10,69,0,"MAGADH TEACHERs TRAINING BEd COLLEGE, AURANGABAD",209951,24.761586,84.360011,0
396,33323,Raipur,22,87,1,Faculty of Agricultural Engineering,209952,21.11112,82.11112,0
398,46774,GORAKHPUR,9,549,2,"KIPM COLLEGE OF ENGINEERING AND TECHNOLOGY, GORAKHPUR",209953,26.737833,83.281667,1
403,33442,Jabalpur,23,289,0,"A.P.N. College, Sadar, Jabalpur",209961,35.12121,89.14541,1
404,46712,BAREILLY,9,549,1,"A N A COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES, BAREILLY",209962,28.36401,79.41500999999998,0
408,13422,Nagina,9,525,0,"Lala Radhey Shyam Girls Degree College, Nagina",209965,29.371111,78.131111,0
411,13366,Pilibhit,9,525,0,J.M.B. Institute of Life Sciences & Higher Education,209966,28.551111,80.11231,0
412,15139,SHIKOHABAD,9,509,0,"J.S COLLEGE OF EDUCATIONAL BYE PASS RD.SHIKOHABAD,FIROZABAD",209967,27.106176,78.588167,0
415,50485,BILASPUR,22,83,0,"GOVERNMENT POLYTEHNIC (CO-ED), BILASPUR",157136,22.70001,82.80001,1
421,46775,GORAKHPUR,9,549,2,"KIPM COLLEGE OF MANAGEMENT, GORAKHPUR",209971,26.737833,83.281667,1
422,46773,GORAKHPUR,9,549,2,"KAILASH INSTITUTE OF PHARMACY AND MANAGEMENT, GORAKHPUR",209972,26.737833,83.281667,1
423,15580,Jasrana,9,509,0,"SHIV ADARSH MAHAVIDYALAYA PENDHAT, FIROZABAD",209973,27.332289,78.596869,0
424,13352,Gajraula,9,525,0,"Rama Bai Ambedkar Govt. Mahavidyalaya, Gajraula",209976,28.54001,78.39001,1
427,10774,PANIPAT,6,164,0,R.S. Memorial College of Education,172098,29.22525,76.84164,0
431,15497,AGRA,9,509,0,"KRISHNA ACADEMY BICHPURI ROAD, BICHPURI, AGRA",209980,27.167344,77.911152,0
433,29455,Hisar,6,159,0,College of Basic Sciences & Humanities,209925,29.10001,75.46000999999998,0
434,29457,Hisar,6,159,0,College of Agricultural Engineering & Technology,209939,29.10001,75.46000999999998,0
435,30767,Rohtak,6,174,4,"Pt. B.D.Sharma , PGIMS , Rohtak",209984,28.54001,76.38001,1
436,44511,Latur,27,316,2,"College of Agricultural Biotechnology, Latur",210118,18.80879,76.56037999999998,1
440,15243,AGRA,9,509,0,"SHRI SURESH CHANDRA SHARMA DEGREE COLLEGE, JAGNER, AGRA",209985,26.864401,77.60348899999998,1
449,15062,Ranchi,20,209,0,R. L. S. Y. College,192911,23.3763687,85.35641789999998,0
460,781,HALVAD,24,151,0,SHRI D.V.RAVAL ARTS & COMM. COLLEGE-HALVAD,154355,37.00002,71.00002,1
461,49682,SINDHANUR,29,219,0,"D536 SRI K VIRUPAKSHAPPA DEGREE COLLEGE, TURVIHAL, SINDHANOOR",154364,20.25001,68.23001,1
462,48412,latur,27,328,0,"GOVINDLAL KANHAIYALAL JOSHI (NIGHT) COLLEGE, LATUR",154376,18.395626,76.57445599999998,1
463,7154,Sanosara,24,124,2,Graduate Basic Training College,154377,25.270001,70.25672,1
469,47930,SIDHPUR,24,135,2,"JASHODABA POLYTECHNIC INSTITUTE , SIDHPUR 952",154369,23.9196207,72.36683,1
470,5868,MAHUDHA-387335,24,136,0,M. D. Shah Commerce & B. D. Patel Arts College,154402,22.83001,72.93000999999998,1
471,7188,Dist.Bhavnagar - 364001,24,124,0,Smt. V.P. Kapadia Mahila Arts College,154408,21.775668,72.146755,1
472,306,Sarigam P.O.,24,135,2,"Laxmi Institute of Computer Applications (MCA) (SFI), Sarigam Valsad 520",154410,20.2944929,72.87739379999998,0
474,6695,"MEGHRAJ, PIN CODE 383350",24,138,1,GOVERNMENT BED COLLEGE,154412,23.494632,73.50566899999998,1
476,6854,CHANASMA-384220,24,138,0,JETHIBA K. PATEL ARTS COLLEGE & B.A. PATEL & D. B. VYAS COMMERCE COLLEGE ,154417,23.720001,72.120001,1
477,44189,"Dongarkathore Tal. Yawal, Dist.- Jalgaon",27,326,0,Arunodaya Shikshan Prasarak Mandal's,154419,21.12501,75.44231,1
478,17869,Bharuch - 392012,24,153,0,IQRA B. C. A. College,154422,6.12001,68.26001,1
480,22,Bhuj,24,135,8,"VEERAYATAN INSTITUTE OF PHARMACY, JAKHANIA 267",154424,22.00001,69.00001,1
481,1207,Anand,24,148,1,"Shri Bhikhabhai Patel Arts College, Anand",154425,22.55547,72.95275999999998,1
484,1039,SURENDRANAGAR  - 363001,24,151,6,C.U.SHAH MEDICAL COLLEGE -SURENDRANAGAR,154429,22.74210836,71.62185252,1
485,6640,"PILVAI, TA-VIJAPUR",24,138,2,UTTAR PURVA GUJARAT UCHCH KELAVANI MANDAL BED COLL,154430,23.553131,72.749055,1
486,693,Surat-395007,24,153,2,V. T. Choksi Sarvajanik College of Education,154432,21.19501,72.81944,1
487,7150,Bhavnagar,24,124,0,Swami Vivekanand Homeopathic Medical College and Hospital,154433,6.124005,68.500425,1
488,10684,RADAUR,6,164,0,"M.L.N. College, Radaur",154435,29.25672,78.25671,0
489,50653,UPLETA,24,135,1,"RADHE INSTITUTE OF ENGINEERING AND TECHNOLOGY, UPLETA-970",154436,21.74541712,70.29548663,1
491,45277,Kotdasangani-360030,24,151,0,"GOVERNMENT ARTS COLLEGE, KOTDASANGANI",154440,22.04352,70.86699400000002,1
492,685,VALSAD.,24,153,2,Shah Khimchandbhai Muljibhai Law College,154441,20.370001,72.540001,1
496,1161,Vallabh Vidyanagar-388120,24,148,2,"Institute of Language Studies and Applied Social Sciences, (ILSASS), Vallabh Vidyanagar",154452,22.54984,72.92892,1
497,6806,KHEDBRAHMA,24,138,2,D D THAKAR ARTS & K J PATEL COMMERCE COLLEGE,154438,24.029099,73.043479,1
498,47252,Anand,24,148,1,"SHRI BHIKHABHAI PATEL INSTITUTE OF P G STUDIES AND RESEARCH IN HUMANITIES, ANAND",154445,22.55547,72.95275999999998,1
499,22182,Bhikhi,3,383,0,"Guru Nanak College of Education, Bhikhi, Mansa",154457,30.055731,75.53645299999998,1
500,45264,SURAT - 394315,24,135,0,"JAYVANTRAI HARRAI DESAI POLYTECHNIC,Â PALSANA 686",154458,21.51501,72.59111,1
502,7184,Bhavnagar,24,124,0,Smt. L.L. Kakadia B.Ed. College,154462,21.76001,72.15000999999998,1
503,5950,"AHMEDABAD-380008, Taluka- Ahmedabad",24,136,0,K. K. Shah Jarodwala Maninagar Science College,154463,20.12352,70.12352,1
504,6188,KOLKATA,19,592,0,Techno India (MBA) 308,154467,22.12345,88.12345,0
505,6302,KOLKATA,19,592,0,TECHNO INDIA (Stand alone MCA) 307,154468,22.12345,88.12345,0
506,6662,PATAN,24,138,2,NORTH GUJRAT EDUCATION TRUST SANCHALIT PGDCA COLL,154469,23.849325,72.126626,1
507,6133,KOLKATA,19,592,0,Techno India 130,154470,22.12345,88.12345,0
508,7206,Mahuva-364 290,24,124,0,Smt. K.B. Parekh B.C.A. College,154471,21.0884527,71.7744962,1
509,47253,Anand-388001,24,148,1,"Shri D N Institute of Computer Applications, Anand",154473,22.56001,72.95100999999998,1
510,20646,Bangalore - 43,29,215,2,"Bangalore City College of Education, No.160, Cellakere Main Road, Kalyananagar, Bangalore 43.",154474,13.00254,77.64422,0
512,32,Rajkot,24,135,0,"Christ Polytechnic Institute, Rajkot 610",154472,22.220001,70.700001,1
514,6077,Gandhinagar,24,136,1,Akhil Anjana Kelavni Mandal (Chaudhari) College of Computer Application,154482,23.215635,72.636941,1
515,557,Vyara-394650,24,153,1,C. N. Kothari Homeopathic Medical College & Research Centre,154483,21.070001,73.240001,0
516,47925,"Mandvi, 394160",24,135,1,THE MANDVI EDUCATION SOCIETY INSTITUTE OF COMPUTER STUDIES (563),154486,19.033004,72.854359,0
517,313,"Mandvi, 394160",24,135,1,"The Mandvi Education Society Institute of Business Management and Computer Studies,Mandvi,(812)Di-Surat(SFI)",154481,19.033004,72.854359,1
518,182,AHMEDABAD-382427,24,135,1,"NARNARAYAN SHASTRI INSTITUTE OF TECH., JETALPUR 034",154487,22.89311,72.597764,1
521,42098,SHRIRAMPUR,27,323,2,"Ashok Gramin Shikshan Sansthas Arts, Commerce & Science College, Ashoknagar, Tal. Shrirampur,Dist.Ahmednagar",154490,19.25672,75.25672,0
522,52045,KADI,24,138,0,SMT. SHANTAGAURI RASIKLAL SHAH(RANGWALA) COLLEGE OF PHYSIOTHERAPY,154498,23.29951,72.33627099999998,0
523,19665,Shabad,36,17,0,PRRM College of Pharmacy,154497,30.1672152,76.8683714,1
524,6258,Durgapur,19,592,5,Aryabhatta Institute of Engineering and Management Durgapur 171,154500,23.48733,87.44121,0
525,6332,KOLKATA,19,592,0,Techno India 309,154501,22.00005,88.00005,0
526,6307,Durgapur,19,592,2,Aryabhatta Institute of Engg. and Management 327,154502,23.48733,87.44121,0
531,81,Vadodara,24,135,15,Parul Institute of Diploma Studies 638 ,154511,22.3100005,73.3800001,1
532,6082,Dist.:Ahmedabad,24,136,2,Asia Pacific Institute of Business Administration,154512,23.3724338,72.234689,1
533,47251,ANAND-388121,24,148,2,"Shantaben Manubhai Patel Institute Architecture and Interior Design, Vallabh Vidyanagar",154514,22.300001,72.55000099999998,0
534,6234,KOLKATA,19,592,0,Techno India Kolkata 226,154516,22.00005,88.00005,0
536,45251,Ahmedabad,24,135,1,"ASIA PACIFIC INSTITUTE OF HOTEL MANAGEMENT, AHMEDABAD 105",154520,23.3724338,72.2346898,1
537,46,Bharuch-392011,24,135,0,Narmada College of Computer Application(NCCA)(SFI)-Bharuch 523,154522,21.730001,73.040001,1
538,43,Surat - 395001,24,135,0,S. R. Luthra Institute of Management (SFI) Second Shift -SURAT. 805 ,154524,21.00001,72.00048,1
539,8874,Dhule,27,320,2,"200004-SSVPS'S BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE.",154526,20.55107,74.46533999999998,1
541,877,AMRELI TA-AMRELI - 365601,24,151,1,KAMANI SCIENCE & PRATAPRAI ARTS COLLEGE-AMRELI,154530,21.5924878,70.8844546,1
542,15745,PANDHARPUR,27,327,4,SKN SINHAGAD COLLEG OF   ENGINEERING KORTI  TAL PANDHARPUR  DIST-SOLAPUR,154532,17.66001,75.88001,1
543,25828,Hyderabad,36,27,0,Institute of Computers and Business Management,154533,17.350000999999995,78.410001,1
544,940,RAJKOT,24,151,1,PANCHSHIL COLLEGE OF EDUCATION (B.ED.)-RAJKOT,154534,22.301838,70.83016,0
545,7134,Gadhada 364750,24,124,0,Shree J.C. Kumarappa B.S.W. College,154537,23.250001,68.250001,1
549,49,RAJKOT,24,135,2,"GOVERNMENT ENGINEERING COLLEGE, RAJKOT 020",154544,20.246006,70.743297,1
550,45275,Ranavav,24,151,0,"GOVERNMENT ARTS COLLEGE, RANAVAV",154545,21.703125,69.719757,1
551,47886,AHMEDABAD - 380061,24,136,3,"G M E R S MEDICAL COLLEGE, AHMEDABAD",154549,23.08291,72.52601,1
552,5976,GODHRA,24,136,0,Shri Sarvajanik College of Education,154551,22.450001,73.400001,1
555,648,CHIKHLI-396521,24,153,0,"Government Science College, Chikhli",154555,20.75001,73.07701,1
556,229,Surat - 395001,24,135,0,S. R. Luthra Institute of Management (SFI)-First shift-SURAT.750,154556,21.00001,72.00048,1
557,44306,KADODARA,24,326,1,Shri Swaminarayan Manav Seva Trust's,154557,21.172809,72.964674,1
560,11144,Karad,27,325,2,"Venutai Chavan College, Vidyanagar, KARAD",154564,17.24111,75.25672,1
562,5881,Gandhinagar-382023,24,136,1,Uma Arts & Nathiba Commerce Mahila College,154569,23.130001,72.410001,1
563,850,JAMKANDORNA,24,151,2,N.H.RADADIYA ARTS & COMMERCE COLLEGE-JAMKANDORANA,154571,21.53559,70.29001,1
564,5855,AHMEDABAD,24,136,2,St. Xavier's College,154562,23.070001,72.540001,1
